Author,Date,Title,Source,Vol.,No.,pp.,Category,URL
A. Gupta; M. Calder; N. Feamster; M. Chetty; E. Calandro; E. Katz-Bassett,2014-03-01,Peering at the Internet's Frontier: A First Look at ISP Interconnectivity in Africa,Passive and Active Network Management Workshop (PAM),,,204-213,Conference Paper,
M. Luckie; K. Claffy,2014-03-01,A Second Look at Detecting Third-Party Addresses in Traceroute Traces with the IP Timestamp Option,Passive and Active Network Measurement Workshop (PAM),8362,,46-55,Conference Paper,
M. Luckie; K. Claffy,2014-03-01,A Second Look at Detecting Third-Party Addresses in Traceroute Traces with the IP Timestamp Option,International Conference on Passive and Active Network Measurement,,,46-55,Conference Paper,
N. Brownlee,2014-03-01,On Searching for Patterns in Traceroute Responses,International Conference on Passive and Active Network Measurement,,,,Conference Paper,
G. Retvari; J. Tapolcai; A. Korosi;A.Majdan; Z. Heszberger,2014-02-01,Compressing IP Forwarding Tables: Towards Entropy Bounds and Beyond,arXiv:1402.1194,,,,Peer,
J. Kim; N. Sarrar; A. Feldmann,2014-02-01,Watching the IPv6 Takeoff from an IXP's Viewpoint,arXiv:1402.3982,,,,Peer,
A. Elmokashfi; A. Dhamdhere,2014-01-01,Revisiting BGP Churn Growth,ACM SIGCOMM Computer Communictation Review (CCR),44,1,05-Dec,Peer,
A. Elmokashfi; A. Dhamdhere,2014-01-01,Revisting BGP churn growth,ACM SIGCOMM Computer Communication Review,44,1,05-Dec,Peer,
E. Blanton; M. Tozal; K. Sarac; S. Fahmy,2013-12-01,Location matters: Eliciting responses to direct probes,2013 IEEE 32nd International Performance Computing and Communications Conference,,,,Conference Paper,
E. Gregori; A. Improta; L. Lenzini; L. Rossi; L. Sani,2013-12-01,Discovering the geographic properties of the Internet AS-level topology,Networking Science,3,1,34-42,Peer,
F. Coras; J. Domingo-Pascual; D. Lewis; A. Cabellos-Aparicio,2013-12-01,An Analytical Model for Loc/ID Mappings Caches,arXiv:1312.1378,,,,Peer,
I. Livadariu; A. Elmokashfi; A. Dahamdhere; K. Claffy,2013-12-01,A first look at IPv4 transfer markets,CoNEXT '13 Proceedings of the ninth ACM Conference on Emerging Network Experiments and Technologies,,,07-Dec,Conference Paper,
I. Livadariu; A. Elmokashfi; A. Dhamdhere; K. Claffy,2013-12-01,A First Look at IPv4 Transfer Markets,ACM SIGCOMM Conference on emerging Networking EXperiments and Technologies (CoNEXT),,,07-Dec,Conference Paper,
M. Masoud; X. Hei; W. Cheng,2013-12-01,A graph-theoretic study of the flattening Internet AS topology,2013 19th IEEE International Conference on Networks,,,,Conference Paper,
V. Giotsas; S. Zhou; M. Luckie; K. Claffy,2013-12-01,Interferring Multilateral Peering,ACM SIGCOMM Conference on emerging Networking EXperiments and Technologies (CoNEXT),,,247-258,Conference Paper,
C. Olschanowsky; M. Lawrenc. Weikum; J. Smith; C. Papadopoulus; D. Massey,2013-11-01,Delivering diverse BGP data in real-time and through multi-format archiving,2013 IEEE International Conference on Technologies for Homeland Security (HST),,,,Conference Paper,
A. Khan; T. Kwon;H-c. Kim; Y. Choi,2013-10-01,AS-level topology collection through looking glass servers,Proceedings of the 2013 conference on Internet measurement,,,235-242,Conference Paper,
B. Kuerbis; H. Asghari; M. Mueller,2013-10-01,In the Eye of the Beholder: The Role of Needs-Based Assessment in the IP Address Market,GigaNet: Global Internet Governance Academic Network, Annual Symposium 2013,,,,Conference Paper,
M. Luckie; B. Huffaker; K. Claffy; A. Dhamdhere; V. Giotsas,2013-10-01,AS Relationships, Customer Cones, and Validation,Internet Measurement Conference (IMC),,,243-256,Conference Paper,
M. Luckie; R. Beverley; W. Brinkmeyer; K. Claffy,2013-10-01,Speedtrap: Internet-Scale IPv6 Alias Resolution,Internet Measurement Conference (IMC),,,119-126,Conference Paper,
M. Xiao-yang; C. Yue-xin; D. Yue-hua; Z. Hui,2013-10-01,A novel algorithm for AS path inference based on BGP routing tables,Proceedings of the 2013 3rd International Conference on Computer Science and Network Technology,,,,Conference Paper,
G. Wang; C. Zhang; X. Qiu; Z. Zeng,2013-07-01,Replacing Network Coordinate System with Internet Delay Matrix Service (IDMS): A Case Study in Chinese Internet,arXiv:1307.0349,,,,Peer,
H. Xu; B. Li,2013-07-01,Reducing Electricity Demand Charge for Data Centers with Partial Execution,arXiv:1307.5442,,,,Peer,
Z. Zhao; J. Bi,2013-07-01,Characterizing and analysis of the flattening Internet topology,2013 IEEE Symposium on Computers and Communications (ISCC),,,219-225,Conference Paper,
C. Sowmyashree,2013-06-01,A Heuristic Approach for Detection of Malicious Activity at Autonomous System,International Journal of Scientific and Research Publications,3,6,,Peer,
S. Meenakshi; S. Raghavan,2013-06-01,Forecasting and Event Detection in Internet Resource Dynamics using Time Series Models,CoRR,,,,Peer,
S. Meenakshi; S. Raghavan,2013-06-01,Internet Control Plane Event Identification using Model Based Change Point Detection Techniques,arXiv:1306.6428,,,,Peer,
A. Improta,2013-05-01,On the Analysis of the Internet from a Geographic and Economic Perspective via BGP Raw Data,Ph.D. thesis,,,,Self,
R. Rossi; S. Fahmy; N. Talukder,2013-05-01,A multi-level approach for evaluating internet topology generators,2013 IFIP Networking Conference,,,,Conference Paper,
D. Miyamoto; T. Miyachi,2013-03-01,COSMO - emulation of internet traffic: poster abstract,SimuTools '13 Proceedings of the 6th International ICST Conference on Simulation Tools and Techniques,,,,Conference Paper,
D. Papadimitriou; D. Careglio; F. Tarissan; P. Demeester,2013-03-01,Internet routing paths stability model and relation to forwarding paths,2013 9th International Conference on the Design of Reliable Communication Networks,,,,Conference Paper,
R. Beverly; W. Brinkmeyer; M. Luckie; J. Roher,2013-03-01,IPv6 Alias Resolution via Induced Fragmentation,Passive and Active Network Measurement Workshop (PAM),,,158-167,Conference Paper,
R. Clegg; R. Landa; H. Haddadi; M. Rio,2013-03-01,Measuring the likelihood of models for network evolution,arXiv:1303.6784,,,,Peer,
R. Clegg; R. Landa; U. Harder; M. Rio,2013-03-01,A likelihood based framework for assessing network evolution models tested on real network data,arXiv:1303.6794,,,,Peer,
R. Hiran; N. Carlsson; P. Gill,2013-03-01,Characterizing Large-Scale Routing Anomalies: A Case Study of the China Telecom Incident,International Conference on Passive and Active Network Measurement,7799,,229-238,Conference Paper,
L. Howard; K. Brooks,2013-01-01,Assessing the Supply Curve in the IPv4 Address Market,Unknown,,,,Peer?,
S. Feld; N. Pohlmann; M. Sparenberg; B. Wichmann,2012-12-01,Analyzing G-20's Key Autonomous Systems and their Intermeshing using AS-Analyzer,ISSE 2012 Securing Electronic Business Processes,,,228-242,Peer,
A. Dhamdere; M. Luckie; B. Huffaker; K. Claffy; A. Elmokashfi; E. Aben,2012-11-01,Measuring and Deployment of IPv6: Topology, Routing and Performance,Internet Measurement Conference (IMC),,,537-550,Conference Paper,
A. Dhamdhere; M. Luckie; B. Huffaker; K. Claffy; A. Elmokashfi; E. Aben,2012-11-01,Measuring the deployment of IPv6: topology, routing, and performance,IMC '12 Proceedings of the 2012 Internet Measurement Conference,,,537-550,Conference Paper,
A. Improta; E. Gregori; L. Lenzini; L. Rossi; L. Sani,2012-11-01,On the Incompleteness of the AS-Level graph: a Novel Methodology for BGP Route Collector Placement,Internet Measurement Conference (IMC),,,,Conference Paper,
D. Krioukov; M. Kitsak; R. Sinkovits; D. Rideout; D. Meyer; M. Boguñá,2012-11-01,Network Cosmology,Nature Scientific Reports,2,793,,Peer,
E. Gregori; A. Improta; L. Lenzini; L. Rossi; L. Sani,2012-11-01,On the incompleteness of the AS-level graph: a novel methodology for BGP route collector placement,IMC '12 Proceedings of the 2012 Internet Measurement Conference,,,253-264,Conference Paper,
V. Khare; Q. Ju; B. Zhang,2012-11-01,Concurrent prefix hijacks: occurrence and impacts,Proceedings of the 2012 Internet Measurement Conference,,,29-36,Conference Paper,
J. Li; T. Ehrenkranz; P. Elliot,2012-10-01,Buddyguard: A buddy system for fast and reliable detection of IP prex anomalies,20th IEEE International Conference on Network Protocols,,,,Conference Paper,
M. Wachs; C. Grothoff; R. Thurimella,2012-10-01,Partitioning the Internet,2012 7th International Conference on Risks and Security of Internet and System,,,,Conference Paper,
R. Rossi; D. Gleich; A. Gebremedhin; M. Patwary,2012-10-01,What if CLIQUE were fast? Maximum Cliques in Information Networks and Strong Components in Temporal Networks,arXiv:1210.5802,,,,Peer,
A. Khurshid; W. Zhou; M. Caesar; P. Brighto. Godfrey,2012-08-01,VeriFlow: verifying network-wide invariants in real-time,Proceedings of the first workshop on Hot topics in software defined networks,,,49-54,Conference Paper,
M. Wählisch; O. Maennel,2012-08-01,Toward detecting BGP route hijacking using the RPKI,ACM SIGCOMM Computer Communication Review,,,103-104,Peer,
Y. Wang; J. Bi; J. Wang,2012-07-01,Towards an Aggregation-Aware Internet Routing,2012 21st International Conference on Computer Communications and Networks (ICCCN),,,,Conference Paper,
E. Gregori; A. Improta; L. Lenzini; L. Rossi; L. Sani,2012-06-01,Selecting new BGP Feeders to Address the Incompleteness of the Internet AS-level graph,Proceedings of Informatica Quantitativa (InfQ) Workshop,,,,Conference Paper,
H. Yin; H. Chang; F. Liu; T. Zhan; Y. Zhan; B. Li,2012-06-01,Discovering a Large Scale Internet Topology: Complementary and Contrast View,2012 IEEE 11th International Conference on Trust, Security, and Privacy in Computing and Communications,,,,Conference Paper,
H. Yin; H. Chang; F. Liu; T. Zhan; Y. Zhang; B. Li,2012-06-01,Discovering a Large Scale Internet Topology: Complementary and Contrast View,2012 IEEE 11th International Conference on Trust, Security, and Privacy in Computing and Communications,,,,Conference Paper,
M. Tang; Y. Jiang; J. Liu; X. Liu,2012-06-01,Location-Aware Collaborative Filtering for QoS-Based Service Recommendation,2012 IEEE 19th International Conference on Web Services,,,,Conference Paper,
P. Cheng; J. Park; K. Patel; S. Amante; L. Zhang,2012-06-01,Explaining BGP Slow Table Transfers,2012 IEEE 32nd International Conference on Distributed Computing Systems,,,,Conference Paper,
V. Giotsas; S. Zhou,2012-06-01,Valley-free violation in Internet routing - Analysis based on BGP Community data,2012 IEEE International Conference on Communications (ICC),,,,Conference Paper,
A. Dhamdhere; H. Cherukuru; C. Dovrolis; K. Claffy,2012-05-01,Measuring the Evolution of Internet Peering Agreements,IFIP Networking,7290,,136-148,Conference Paper,
D. Saucez; B. Donnet,2012-05-01,On the Dynamics of Locators in LISP,International Conference on Research in Networking,,,385-396,Conference Paper,
Y. Liu; X. Luo; R. Chang; J. Su,2012-05-01,Characterizing Inter-domain Rerouting after Japan Earthquake,International Conference on Research in Networking,,,124-135,Conference Paper,
K. Wehmuth; A. Ziviani,2012-04-01,Distributed assessment of the closeness centrality ranking in complex networks,SIMPLEX '12 Proceedings of the Fourth Annual Workshop on Simplifying Complex Networks for Practitioners,,,43-48,Conference Paper,
E. Gregori; A. Improta; L. Lenzini; L. Rossi; L. Sani,2012-03-01,Inferring Geography from BGP Raw Data,Proceedings of IEEE INFOCOM NetSciCom,,,208-213,Conference Paper,
L. Chen; X. Shi; D. Chiu,2012-03-01,From ISP Address Announcement Patterns to Routing Scalability,International Workshop on Traffic Monitoring and Analysis,,,43-47,Conference Paper,
Y. Tian; R. Dey; Y. Liu; K. Ross,2012-03-01,China's Internet: Topology mapping and geolocating,2012 Proceedings IEEE INFOCOM,,,,Conference Paper,
R. Vaidyanathan; A. Ghosh; Y. Sawaya; A. Kubota,2012-02-01,On the use of Enhanced Bogon Lists (EBLs) to detect malicious traffic,2012 International Conference on Computing, Networking and Communications (ICNC),,,,Conference Paper,
A. Dainotti; R. Amman; E. Aben; K. Claffy,2012-01-01,Extracting benefit from harm: using malware pollution to analyze the impact of political and geophysical events on the Internet,ACM SIGCOMM Computer Communications Review (CCR),42,1,31-39,Peer,
E. Gregori; A. Improta; L. Lenzini; L. Rossi; L. Sani,2012-01-01,Selecting new BGP Feeders to Address the Incompleteness of the Internet AS-level Graph,http://ceur-ws.org,,,,Peer,
M. Motiwala; A. Dhamdhere; N. Feamster; A. Lakhina,2012-01-01,Towards a Cost Model for Network Traffic,ACM SIGCOMM Computer Communication Review (CCR),42,1,54-60,Peer,
P. Dimitri; C. Albert,2012-01-01,Analysis of Path-vector Routing Stability,CoRR,,,,Peer,
R. Motamedi; R. Rejaie; R. Cuevas,2012-01-01,Understanding the effect of streaming overlay construction on AS level traffic,Unknown,,,,Peer,
S. Feld; T. Perrei; N. Pohlmann; M. Schupp,2012-01-01,Objectives and Added Value of an Internet Key Figure System for Germany,ISSE 2011 Securing Electronic Business Processes,,,340,Conference,
M. Saiprasad; A. Srinivas; T. Mahesh; R. Saty. Teja,2011-12-01,A Framework for Modeling Internet Topology Dynamics and Discovering Missing Links in the Internet Topology,International Journal of Engineering Research and Applications,1,4,2118-2123,Peer,
Z. Uzmi; M. Nebel; A. Tariq; S. Jawad; R. Chen; A. Shaikh; J. Wang; P. Francis,2011-12-01,SMALTA: practical and near-optimal FIB aggregation,CoNEXT '11 Proceedings of the Seventh Conference on emerging Network Experiments and Technology,,29,,Conference Paper,
A. Dainotti; C. Squarcella; E. Aben; K. Claffy; M. Chiesa; M. Russo; A. Pescape,2011-11-01,Analysis of country-wide internet outages caused by censorship,IMC '11 Proceedings of the 2011 ACM SIGCOMM conference on Internet measurement,,,Jan-18,Conference Paper,
A. Dainotti; C. Squarcella; E. Aben; K. Claffy; M. Chiesa; M. Russo; A. Pescapè,2011-11-01,Analysis of Country-wide Internet Outages Caused by Censorship,Internet Measurement Conference (IMC),,,Jan-18,Conference Paper,
K. Chen; C. Hu,2011-11-01,Border gateway protocol monitoring system can be cost effective,IET Communications,5,15,2231-2240,Peer,
R. Vaidyanathan; A. Ghosh; A. Naidu; A. Yamada; A. Kubota; Y. Sawaya; Y. Miyake,2011-11-01,Method, apparatus and program for detecting spoofed network traffic,Patent Proposal,,,, “,
A. Elmokashfi; A. Kvalbein; C. Dovrolis,2011-10-01,BGP Churn Evolution: A Perspective From the Core,IEEE/ACM Transactions on Networking (TON),20,2,571-584,Peer,
P. Mittal; D. Kim; Y. Hu; M. Caesar,2011-10-01,Mirage: Towards Deployable DDoS Defense for Web Applications,arXiv:1110.1060,,,,Peer,
Y. Wang; J. Bi; J. Wu,2011-10-01,AIDR: Aggregation of BGP routing table with AS path stretch,2011 19th IEEE International Conference on Network Protocols,,,,Conference Paper,
S. Hong; J. Hong; H. Ju,2011-09-01,IP prefix hijacking detection using the collection of AS characteristics,2011 13th Asia-Pacific Network Operations and Management Symposium,,,,Conference Paper,
T. Kim; H. Ju,2011-09-01,Effective DNS server fingerprinting method,2011 13th Asia-Pacific Network Operations and Management Symposium,,,,Conference Paper,
M. Konte; N. Feamster,2011-08-01,Wide-area routing dynamics of malicious networks,Proceedings of the ACM SIGCOMM 2011 conference,,,432-433,Conference Paper,
S. Lally; T. Farah; R. Gill; R. Paul; N. Al-Rousan; L. Trajkovic,2011-08-01,Collection and characterization of BCNET BGP traffic,Proceedings of the 2011 IEEE Pacific Rim Conference on Communications, Computers and Signal Processing,,,,Conference Paper,
V. Giotsas; S. Zhou,2011-08-01,Detecting and assessing the hybrid IPv4/IPv6 as relationships,SIGCOMM '11 Proceedings of the ACM SIGCOMM 2011 conference,,,424-425,Conference Paper,
G. Ausiello; D. Firmani; L. Laura,2011-07-01,Real-Time anomalies detection and analysis of network structure, with application to the Autonomous System network,2011 7th International Wireless Communications and Mobile Computing Conference,,,,Conference Paper,
A. Elmokasfi; A. Kvalbein; T. Cicic,2011-06-01,On Update Rate-Limiting in BGP,2011 IEEE International Conference on Communications,,,,Conference Paper,
G. Vasileios; Z. Shi,2011-06-01,Inferring AS Relationships from BGP attributes,Unknown,,,,Peer,
V. Giotsas; S. Zhou,2011-06-01,Inferring Internet AS Relationships Based on BGP Routing Policies,arXiv:1106.2417,,,,Peer,
W. Zhou; Q. Fei; S. Sun; T. Tao; A. Haeberlen; Z. Ives; B. Loo; M. Sherr,2011-06-01,NetTrails: a declarative platform for maintaining and querying provenance in distributed systems,SIGMOD '11 Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,,,1323-1326,Conference Paper,
Y. Xiang; X. Yin; Z. Wang; J. Wu,2011-06-01,Internet Flattening: Monitoring and Analysis of Inter-Domain Routing,2011 IEEE International Conference on Communications (ICC),,,,Conference Paper,
E. Gregori; A. Improta; L. Lenzini; L. Rossi; L. Sani,2011-05-01,BGP and Inter-AS Economic Relationships,Proceedings of IFIP TC-6 Networking,2,,54-67,Conference Paper,
Y. He; G. Siganos; M. Faloutsos; S. Krishnamurthy,2011-04-11,A Systematic Framework for Unearthing the Missing Links: Measurements and Impact,4th USENIX Symposium on Network Systems Design & Implementation,,,187-200,Conference Paper,
G. Zhang; B. Quoitin; S. Zhou,2011-04-01,Phase Changes in the Evolution of the IPv4 and IPv6 AS-Level Internet topologies,Computer Communications,34,5,649-657,Peer,
